,level_0,address,attributes,business_id,categories,city,cool,date,funny,hours,index,is_open,label,latitude,longitude,name,neighborhood,postal_code,review_count,review_id,stars,state,text,useful,user_id
19,19,"114 W Adams St, Ste C101","{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",S-oLPRdhlyL5HAknBKTUcQ,"Seafood, Restaurants, Japanese, Sushi Bars",Phoenix,0,2015-10-20,0,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '16:0-22:0'}",19.0,1,1,33.449749181,-112.075330974,Harumi Sushi,,85003,1024,Z4nT3rlL3EaBXUKyTCfhDQ,4.5,AZ,"Best sushi I've ever had!!! 
The Oh My God Sushi is amazing!!! OMG!! 
The philadelphia roll was awesome too!",1,9VZ-PYp1Cf4oC3wdGVzhwg
20,20,988 Brodhead Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",c4zgJxmqz9nbBHF69EskSA,"Restaurants, American (New)",Coraopolis,0,2014-01-04,0,"{'Tuesday': '11:0-9:0', 'Wednesday': '11:0-9:0', 'Thursday': '11:0-9:0', 'Friday': '11:0-10:0', 'Saturday': '16:0-22:0', 'Sunday': '11:0-15:0'}",20.0,0,1,40.523117,-80.223377,Savory Hill,,15108,18,RSOEtDwDbERksaqEmJC9-A,4.0,PA,"I don't know why everyone says dinner wasn't fast enough. We went had some wine, relaxed and enjoyed. If you are looking for quick service go to eat n park. The short ribs were great and so was the staff. Wine glasses were kept full. No complaining here. We had a table of 8 and I would say we were there about and hour and a half. Will definitely return to try more.",0,DtFDIgjhIISL2csiNcPIyg
21,21,"5455 E High St, Ste 101","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': True, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'dressy', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'False', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",e-cxqDjKEHEcISP2iGcZxg,"Bars, Karaoke, American (New), Nightlife, Desserts, Restaurants, Food, Lounges",Phoenix,0,2010-03-07,0,"{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:0', 'Saturday': '16:0-2:0', 'Sunday': '16:0-2:0'}",21.0,1,1,33.6753261878,-111.963375202,Blue Martini Lounge,,85054,328,LqaPCkaAJHXsDvAisrkgSQ,3.5,AZ,"The bartenders are rude, the people are snobs, and the drinks are over priced-other than that the place is great.",0,IEm5TyEFNlNRbnnG5gG99w
22,22,9221 E Baseline Rd,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True'}",D7DLb-G0HJis3Ae4iGsVkQ,"Restaurants, Sandwiches, Fast Food",Mesa,0,2015-07-07,0,None,22.0,1,1,33.3774466,-111.6345282,Subway,,85212,6,fye4xClu-y6hCtbsc91u9Q,3.0,AZ,A guy made the best subway sandwiches I've ever gotten. Said he's been working there 4 years and that he was 19. Whoever that guy is... Deserves an award,0,HM738ERo8d1FhA4oy56gyw
23,23,2905 S Ellsworth Rd,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",Pg6t8mG-zWY3pRSdxlFnHg,"Restaurants, Italian, Sandwiches, Pizza",MESA,0,2015-05-17,0,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}",23.0,1,1,33.3625747,-111.635238,Bella Pizza & Pasta,,85212,94,tzR_lnw2I2X3TqhRqhvFsA,4.0,AZ,"So I heard this place gave out a free rose and a free desert to any mother who ate there on Mother's Day, how awesome is that ! ! ! 

But I absolutely love the food here at Bella, just had a slice of mushroom today, apparently you can get a slice of whatever the heck you want any time of day, but my all time favorite is the Bella Delight... Fried eggplant covered with ricotta cheese, Italian sausage, homemade marinara and mozzarella... And then they bake it. No wonder I eat here all the time.",0,HM738ERo8d1FhA4oy56gyw
24,24,2031 Penn Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'no'}",jppxrDQLXr4Nk8cV7IGlcw,"Restaurants, Mexican, Desserts, Salad, Food",Pittsburgh,0,2017-02-25,0,"{'Monday': '11:0-14:30', 'Tuesday': '11:0-14:30', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-16:0'}",24.0,1,1,40.451685499999996,-79.9833236,Casa Reyna,Strip District,15222,232,BJOKBv-5T0pbJ-AePUt-DA,3.0,PA,Awesome food and great music. A must eat with authentic Mexican food. Not the Tex Mex fast food crap!!! The homemade wine is divine! The home chocolate ice cream is fabulous and so yummy!!,0,pHGy0L950NeKvRnJK8-5JQ
25,25,5242 Baum Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",Fbycyr3KEjDQ4wO9AStmvQ,"Restaurants, American (New)",Pittsburgh,0,2017-02-25,0,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-22:0'}",25.0,1,1,40.4562141,-79.9402382,Cafe Sam,Bloomfield,15224,76,PAv2BPk1M0Su7CCyzvgjGQ,3.5,PA,We went to Cafe Sam to celebrate 2 birthdays. Service was slow. Downstairs was not to busy. Four out of seven meals were unedible. Steaks we found out were from last week for Valentines Day. The steaks were tough needless to say. No bread. I had to ask for our salads. Manger Dan really was passive in talking to us. He did give us alcoholic drinks which was nice but I don't drink alcohol. The only thing that was great was conversation with friends.,2,pHGy0L950NeKvRnJK8-5JQ
26,26,"10798 N 75th Ave, Ste A6","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",AsLqWQH86sie035iDtQPOA,"Restaurants, Mexican",Peoria,0,2017-09-29,0,None,26.0,1,1,33.5831934,-112.2209374,Herreras Mexican Food,,85345,46,-uC27d3Cd_xXZNtUqpLhSw,4.0,AZ,I had the #17 combination with shrimp. The shrimp was cold and the sauce had too many onions and peppers. Be sure you pay with cash as they charge an additional fee for using debit card.,0,dzUvPqRnUDnvcMX2FQJmGA
27,27,15411 W Waddell Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",ovtlrcsVRlgZZQUlHs_ovw,"Seafood, Restaurants, American (New), French",Surprise,0,2015-01-14,0,"{'Monday': '16:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",27.0,1,1,33.6078713039,-112.392598819,Vogue Bistro,,85379,388,PIzTtajTsgNV1y-QzD2P0g,3.5,AZ,"The quiche Lorraine was the worst I've ever eaten. It was runny, greasy and looked like it was barely cooked. I won't ever go back.",0,Sulhm3VnA_kcu6Y6WI-5_A
28,28,3757 E Van Buren St,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",w3JBz9gLbZ0CKWQM07nONw,"Steakhouses, Restaurants, Barbeque",Phoenix,0,2011-06-02,0,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-21:0'}",28.0,0,1,33.4506964,-112.0000523,Bill Johnson's Big Apple Restaurants,,85008,94,rrynfRJ6-jnQbQJLOMvFug,3.0,AZ,"i wasn't in an objective frame of mind, given that i was a visitor from another state and was willing to try just about anything local. that said, this place left a smile on my face.

maybe it was the 1950s-era big neon sign out front. maybe it was the fiberglass horse on the roof. maybe it was the kitchy old-school cowboy-themed decor inside. maybe it was the fact that our waitress wore a holster and 6-shooter. or maybe it was the sawdust all over the floor.

side note: sawdust? really? WHY? aren't they concerned about people slipping and hurting themselves?

we ordered breakfast and it was good. it's hard to screw up eggs, hash browns, and bacon, and they didn't. yum.

i'm glad we didn't go to IHOP.",1,h_Cn2H6l7U7wtM_WDli8vA
29,29,"1515 W Deer Valley Rd, Ste 101A","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'True', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",5o6qOFzZ4NrJ6bJ39ohCtA,"Food, Bagels, Delis, Restaurants, Breakfast & Brunch",Phoenix,0,2015-04-11,0,"{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '6:30-14:0'}",29.0,1,1,33.683323,-112.092428,NY Bagels and Deli,,85027,88,ssRuiKQ02OngEWYeicXbKg,4.0,AZ,These are definitely the best Bagels in Arizona. I haven't been able to find a good NY bagel for awhile. Will definitely be back!,1,VTjCebjbadCMAGRoXvs7Zw
30,30,"7111 E 5th Ave, Ste F","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",TuWw6Om50yA5jSXm7dma3g,"Pizza, Restaurants",Scottsdale,2,2017-12-19,0,"{'Monday': '11:30-20:30', 'Tuesday': '11:30-20:30', 'Wednesday': '17:30-21:30', 'Thursday': '17:30-21:30', 'Friday': '17:30-22:30', 'Saturday': '17:30-22:30', 'Sunday': '17:30-21:30'}",30.0,1,1,33.4980269,-111.9279359,Crisp Premium Pizza,,85251,55,3odv-pJBQi4sQVoKLwQaoQ,4.5,AZ,"This place is definitely not your ordinary pizza place. Wow!!! Love at first Bite!

The name goes with the pizza. The crust was nice and Crisp, and you can tell they use quality ingredients 

I would definitely recommend checking this place out! I now have a new favorite pizza place in the valley.",2,VTjCebjbadCMAGRoXvs7Zw
31,31,2815 W Carefree Hwy,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",0QBFtNNj9RIggZGeivcbEg,"Cocktail Bars, Nightlife, Bars, Mexican, Restaurants",Phoenix,0,2013-07-23,0,None,31.0,1,1,33.7977606,-112.1208432,Plaza Bonita,,85085,178,6bzlzJj3jrbWSnXtv80D_A,4.0,AZ,Great food and service. Spinach enchiladas are my favorite. Beer is ice cold,0,VTjCebjbadCMAGRoXvs7Zw
32,32,1820 W Northern Ave,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",KYkUtRB1QKrI6Twov98leA,"Breakfast & Brunch, Bagels, Restaurants, Delis, Food",Phoenix,0,2017-03-10,0,None,32.0,0,1,33.554315,-112.0981949,Einstein Bros Bagels,,85021,31,egBTPo6XmOplA5ClLv6YZw,3.0,AZ,"Horrible service. First, I wanted it to go and it was presented to me for dine in. Second, the sandwich was wrong, even after I asked if it was a BLT with Avocado. Good thing I checked before I left. And there was no acknowledgement of the inconvenience and wait time. That goes a long way. Will likely find another Einstein to go to.",0,VYU6ZQP58KkgqL2_o2QQhA
33,33,2603 N Central Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'BYOB': 'False', 'BYOBCorkage': 'no', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'CoatCheck': 'False', 'DogsAllowed': 'True', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",-Ht7HiGBox8lS1Y8IPjO8g,"Bars, Nightlife, Comfort Food, Breakfast & Brunch, Cocktail Bars, Wine Bars, Restaurants, American (New)",Phoenix,0,2012-04-17,0,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}",33.0,1,1,33.477031,-112.073616,Switch Restaurant & Bar,,85004,774,BLsyciNMIn1NcWqqMCHWWw,4.0,AZ,In town on business and a friend recommended this place. I must say the food & service was outstanding! Had the Thai tacos for an app and the Cowboy burger as my entree. I'm from TX and have eaten a lot of beef in my time and their burger was damn good! Has my seal of approval.,0,BnIBIKZ5hqsD1HYYcDyCzA
35,35,700 Cedar Ave,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",1Vbt1GsmtQm2dkC4A2L_-g,"Indian, Asian Fusion, Restaurants, Himalayan/Nepalese",Pittsburgh,0,2015-09-07,0,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",35.0,1,1,40.4534380276,-80.0016119968,Subba,North Side,15212,131,yiYtWslFko6rfTdI0HvFtg,4.0,PA,"Great food...very affordable...the momos, especially are amazing ...they also provide free wireless..",0,TqA62bkhCTevlTB6AmVfow
