,level_0,address,attributes,business_id,categories,city,cool,date,funny,hours,index,is_open,label,latitude,longitude,name,neighborhood,postal_code,review_count,review_id,stars,state,text,useful,user_id
5,5,"8989 N Scottsdale Rd, Ste 608","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",l4SRHKV2XLdUR_QpvVxI1g,"American (Traditional), Nightlife, Bars, Restaurants",Scottsdale,0,2014-04-13,0,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}",5.0,0,1,33.5671463821,-111.924510207,The Downside Risk,,85253,64,qixQN-RZpiqr5RRihEgLGQ,3.5,AZ,I would not recommend this place. You never know what you'll get at this restaurant. The service is okay but they always seem irritated and pushy. I'm not sure if management understands this or cares. In my opinion I wouldn't choose this place for a party or reservation because you'll get less than what you pay for.,0,HEoo4q1XNOeyEXiPOeoHQw
6,6,942 Penn Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",sMzNLdhJZGzYirIWt-fMAg,"Pizza, Cocktail Bars, Italian, Bars, Nightlife, American (New), Restaurants",Pittsburgh,0,2015-07-08,0,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",6.0,1,1,40.4439496,-79.9964366,Sienna Mercato,Downtown,15222,693,tkQKv16Wy96-jCERgcKAcQ,4.0,PA,"Sienna Mercato is now on my permanent rotation list for my frequent trips to Pittsburgh. It's three levels of great service and delicious food. 

I started with a craft beer and beef tartar in the beer garden. It's a cool area with a clear roof and open terrace. This would be a great place to join a group of friends, drink a little beer and watch a game on the numerous TVs.  One end is open to Penn Ave.

I then moved to the middle level where I had a good red wine and a very good bacon and clam pizza.  I like this level. I really liked the pizza. 

And, sadly, I'm too full to check out the first level. I'll save that for my next trip. 

All in all, it's now in my top 5 in Pittsburgh.",0,1tc3YTz-yyHqLkkdQtJqDA
12,12,"6165 W Chandler Blvd, Ste 1","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",mtQ7Uc-j2muK0AyVQTT9fQ,"Soul Food, Restaurants, Chicken Wings, American (Traditional), Fish & Chips",Chandler,0,2016-11-10,0,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '12:0-19:0'}",12.0,0,1,33.3044272,-111.9479565,Ibby's Fish and Chicken,,85226,174,z_1A5Io1qD_xMBt5df45TQ,4.0,AZ,Food was amazing chicken crispy full of flavor mac an cheese best I have had out of all soul food restaurant I been the customer service was awesome they gave me a sample of sweet potatoe pie ended up buying 3 was truly mouth watering I will be back for sure highly recommend if u want food that taste home-made will be back for sure....,0,GESMvmak7oGs5sQwJ1V8ww
13,13,"7530 W Bell Rd, Ste 106","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",vOyZkFAknjVg-Fwye3TKaQ,"Restaurants, American (New), Mediterranean, Greek, Vegetarian",Glendale,0,2016-08-14,0,"{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}",13.0,1,1,33.6398836,-112.220984,Pita Jungle,,85308,381,f4hFQG0lfmnFMKqZ4iyphA,4.0,AZ,My wife and I really enjoy coming to Pita Jungle for lunch and dinner.  The seasoned chicken and hummus is one of our favorites!  Service staff is always friendly and helpful with meal suggestions.  I would recommend!,0,CSs6Gs-k0x_PdnzShgOFsg
14,14,"1220 W Alameda Dr, Ste 101","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",X1twjafYxMCpKt2MqvY5Tw,"Event Planning & Services, Breakfast & Brunch, Caterers, Sandwiches, Cafes, Restaurants",Tempe,0,2016-07-11,0,"{'Monday': '6:0-15:0', 'Tuesday': '6:0-15:0', 'Wednesday': '6:0-15:0', 'Thursday': '6:0-15:0', 'Friday': '6:0-15:0'}",14.0,1,1,33.4010452,-111.9580259,Morning Star Cafe,,85282,310,diQy3vHanT2s9qfKSE9m0w,4.5,AZ,Great little hidden place so you might be skeptical. But once you walk in they have great friendly family style service.  Fantastic food with fresh ingredients at a good price.  Glad I randomly stumbled upon this place.,0,FhFMPorNb5A4PdTUXRUj2A
15,15,"1900 W Chandler Blvd, Ste 18","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}",TH6mQqMfKATGjuW9SfoVSg,"Restaurants, Mexican",Chandler,0,2015-04-06,0,"{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-2:0', 'Friday': '6:0-2:0', 'Saturday': '6:0-2:0', 'Sunday': '6:0-0:0'}",15.0,1,1,33.3074261253,-111.874065756,Los Favoritos,,85224,188,SV6flf33qoUu4SsxracDng,3.5,AZ,"I wish they didn't have to charge for lemons and jalapeño , and also someone needs to keep the men's restroom clean it's always dirty and full of graffiti. Is this to much to ask for? Anyway the food is good. Also it wouldn't be bad to replace all the light bulbs that don't work.... This restaurant is located in a nice area in Chandler, yet it seems dirty. Maybe is time for a new crew leader? Or maybe the owner is just a stingy asswhole :) good day",1,z4A1iiko20WNMW3_rPGoJg
17,17,2011 N Recker Rd,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",B5E_Qp3R1q0oRlzbYaWIkQ,"Food, Ethnic Food, Coffee & Tea, Specialty Food, Restaurants, Cafes, Thai",Mesa,0,2016-07-11,0,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:0'}",17.0,1,1,33.452173,-111.700858,5 R Cha Thai Bistro,,85215,133,54Als0ek4EPUDXhokp4A9Q,4.0,AZ,I have eaten here many times and it is always so good. The noodle dishes are soooo good my favorites are the pad zu and pad thi they are both my absolute favorite things to get. When u go there ask for the server leilani because she is great! She is sooooo nice and she makes great recommendations I also love how clean and tidy they keep the restraunt,0,SdxNjQk0I4qefOsKfJAz1g
18,18,1939 S Val Vista Dr,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'free'}",HkG8Ucn1E1R4acyhFrywEA,"Restaurants, American (Traditional), Breakfast & Brunch, Cafes",Mesa,1,2017-05-06,1,"{'Monday': '7:0-14:30', 'Tuesday': '7:0-14:30', 'Wednesday': '7:0-14:30', 'Thursday': '7:0-14:30', 'Friday': '7:0-14:30', 'Saturday': '7:0-14:30', 'Sunday': '7:0-14:30'}",18.0,1,1,33.380479,-111.7533699,First Watch,,85204,203,xFFZb_KbaTjPAremrGahFw,4.0,AZ,"I stopped by for an egg sandwich on a Wednesday morning. My server was unfriendly and gave off negative energy from the beginning. I waited, waited and waited for my sandwich to come out. I finally asked him how much longer (about 30 mins) and he was rude again, saying.....""ummm I couldn't tell ya.. sorrrrry. He said it with no compassion and concern. I simply walked out the door telling another server... It shouldn't take over 30 minutes for one egg sandwich on a SLOW day. But honestly, It was this  mans tone and rudeness that will never  bring me back. It's too bad. 
Way to many other places to eat that treat you with respect.",2,pQSpJukPH5QmvebFHgJc7A
20,20,988 Brodhead Rd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",c4zgJxmqz9nbBHF69EskSA,"Restaurants, American (New)",Coraopolis,0,2014-01-04,0,"{'Tuesday': '11:0-9:0', 'Wednesday': '11:0-9:0', 'Thursday': '11:0-9:0', 'Friday': '11:0-10:0', 'Saturday': '16:0-22:0', 'Sunday': '11:0-15:0'}",20.0,0,1,40.523117,-80.223377,Savory Hill,,15108,18,RSOEtDwDbERksaqEmJC9-A,4.0,PA,"I don't know why everyone says dinner wasn't fast enough. We went had some wine, relaxed and enjoyed. If you are looking for quick service go to eat n park. The short ribs were great and so was the staff. Wine glasses were kept full. No complaining here. We had a table of 8 and I would say we were there about and hour and a half. Will definitely return to try more.",0,DtFDIgjhIISL2csiNcPIyg
21,21,"5455 E High St, Ste 101","{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': True, 'casual': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'GoodForDancing': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'loud', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'dressy', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'False', 'Smoking': 'outdoor', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",e-cxqDjKEHEcISP2iGcZxg,"Bars, Karaoke, American (New), Nightlife, Desserts, Restaurants, Food, Lounges",Phoenix,0,2010-03-07,0,"{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-2:0', 'Thursday': '16:0-2:0', 'Friday': '16:0-2:0', 'Saturday': '16:0-2:0', 'Sunday': '16:0-2:0'}",21.0,1,1,33.6753261878,-111.963375202,Blue Martini Lounge,,85054,328,LqaPCkaAJHXsDvAisrkgSQ,3.5,AZ,"The bartenders are rude, the people are snobs, and the drinks are over priced-other than that the place is great.",0,IEm5TyEFNlNRbnnG5gG99w
24,24,2031 Penn Ave,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False', 'WiFi': 'no'}",jppxrDQLXr4Nk8cV7IGlcw,"Restaurants, Mexican, Desserts, Salad, Food",Pittsburgh,0,2017-02-25,0,"{'Monday': '11:0-14:30', 'Tuesday': '11:0-14:30', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-16:0'}",24.0,1,1,40.451685499999996,-79.9833236,Casa Reyna,Strip District,15222,232,BJOKBv-5T0pbJ-AePUt-DA,3.0,PA,Awesome food and great music. A must eat with authentic Mexican food. Not the Tex Mex fast food crap!!! The homemade wine is divine! The home chocolate ice cream is fabulous and so yummy!!,0,pHGy0L950NeKvRnJK8-5JQ
25,25,5242 Baum Blvd,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",Fbycyr3KEjDQ4wO9AStmvQ,"Restaurants, American (New)",Pittsburgh,0,2017-02-25,0,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '17:0-0:0', 'Sunday': '17:0-22:0'}",25.0,1,1,40.4562141,-79.9402382,Cafe Sam,Bloomfield,15224,76,PAv2BPk1M0Su7CCyzvgjGQ,3.5,PA,We went to Cafe Sam to celebrate 2 birthdays. Service was slow. Downstairs was not to busy. Four out of seven meals were unedible. Steaks we found out were from last week for Valentines Day. The steaks were tough needless to say. No bread. I had to ask for our salads. Manger Dan really was passive in talking to us. He did give us alcoholic drinks which was nice but I don't drink alcohol. The only thing that was great was conversation with friends.,2,pHGy0L950NeKvRnJK8-5JQ
26,26,"10798 N 75th Ave, Ste A6","{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",AsLqWQH86sie035iDtQPOA,"Restaurants, Mexican",Peoria,0,2017-09-29,0,None,26.0,1,1,33.5831934,-112.2209374,Herreras Mexican Food,,85345,46,-uC27d3Cd_xXZNtUqpLhSw,4.0,AZ,I had the #17 combination with shrimp. The shrimp was cold and the sauce had too many onions and peppers. Be sure you pay with cash as they charge an additional fee for using debit card.,0,dzUvPqRnUDnvcMX2FQJmGA
28,28,3757 E Van Buren St,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'free'}",w3JBz9gLbZ0CKWQM07nONw,"Steakhouses, Restaurants, Barbeque",Phoenix,0,2011-06-02,0,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-21:0'}",28.0,0,1,33.4506964,-112.0000523,Bill Johnson's Big Apple Restaurants,,85008,94,rrynfRJ6-jnQbQJLOMvFug,3.0,AZ,"i wasn't in an objective frame of mind, given that i was a visitor from another state and was willing to try just about anything local. that said, this place left a smile on my face.

maybe it was the 1950s-era big neon sign out front. maybe it was the fiberglass horse on the roof. maybe it was the kitchy old-school cowboy-themed decor inside. maybe it was the fact that our waitress wore a holster and 6-shooter. or maybe it was the sawdust all over the floor.

side note: sawdust? really? WHY? aren't they concerned about people slipping and hurting themselves?

we ordered breakfast and it was good. it's hard to screw up eggs, hash browns, and bacon, and they didn't. yum.

i'm glad we didn't go to IHOP.",1,h_Cn2H6l7U7wtM_WDli8vA
31,31,2815 W Carefree Hwy,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'CoatCheck': 'False', 'GoodForDancing': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}",0QBFtNNj9RIggZGeivcbEg,"Cocktail Bars, Nightlife, Bars, Mexican, Restaurants",Phoenix,0,2013-07-23,0,None,31.0,1,1,33.7977606,-112.1208432,Plaza Bonita,,85085,178,6bzlzJj3jrbWSnXtv80D_A,4.0,AZ,Great food and service. Spinach enchiladas are my favorite. Beer is ice cold,0,VTjCebjbadCMAGRoXvs7Zw
